academic_performance,internship,starting_salary
Medium,1,39452.76
High,1,54609.6
Low,1,39101.84
Medium,0,38297.07
Medium,0,49699.79
Medium,0,44754.53
Low,0,27260.76
Medium,0,37108.91
High,0,60723.73
Low,1,33318.63
Low,0,31821.1
High,1,57109.0
Low,0,21380.57
High,0,41445.69
Medium,0,44281.57
Low,0,24763.19
High,1,55059.33
Medium,1,37449.73
Medium,0,38357.71
Medium,0,41068.69
Medium,1,34699.35
Low,0,30270.34
Medium,1,45546.2
High,1,52657.34
Low,0,24497.79
Medium,0,38116.97
Medium,0,38124.1
Medium,1,54624.53
Low,1,34395.83
High,0,47678.32
Medium,1,44385.78
Low,0,32118.41
Low,0,31934.05
Low,0,32249.09
Medium,0,43015.23
Medium,0,32698.7
High,0,52582.42
Medium,1,45920.7
Low,0,26884.61
Medium,1,45532.16
Medium,1,44450.31
Low,0,29895.94
Low,0,30871.74
Low,0,21608.6
Medium,1,46315.5
Medium,0,43252.07
Medium,1,46218.93
High,0,46374.57
High,0,45684.11
Medium,1,45911.0
High,1,59015.38
Low,1,41543.23
Low,0,33824.04
Low,0,32558.5
Low,0,17287.1
Medium,0,36931.83
High,0,51564.52
Low,1,31599.9
Low,1,30349.28
Medium,0,34688.08
High,1,63824.17
Medium,1,38500.14
Medium,1,43938.55
Low,0,26360.45
Low,0,25681.02
High,1,57057.17
High,1,59114.89
Low,0,24115.5
High,0,50262.57
Medium,0,39432.04
High,0,47739.1
Medium,0,35331.49
Medium,1,50542.95
Medium,0,34829.99
Medium,1,38485.78
Low,1,40493.82
Low,0,30999.72
Medium,1,39094.63
Medium,0,39614.41
Low,0,26879.66
Medium,1,52444.17
High,0,48792.31
Low,0,32658.04
Medium,1,44884.78
Medium,1,52184.86
High,1,56016.94
Low,1,40787.77
Medium,0,42707.09
High,1,52234.45
High,0,50009.31
Medium,1,43935.92
Medium,1,42132.66
Medium,1,39615.15
High,0,56797.81
Medium,0,29694.18
Low,1,41657.51
High,1,48311.82
Medium,0,42715.79
Medium,1,42072.18
Low,0,21666.09
Medium,0,45726.71
Medium,1,33003.44
Medium,0,43980.75
Low,0,30649.63
Medium,1,50254.68
High,0,53131.73
Low,0,33064.64
High,1,59489.54
Medium,0,44187.86
High,0,52253.4
Medium,0,38326.98
Medium,0,38854.14
Medium,1,45533.85
High,0,48668.86
Medium,1,55930.18
Medium,0,39567.41
Medium,0,34251.03
High,1,54397.1
Medium,1,40807.66
Medium,1,54789.26
Medium,1,45488.89
High,1,58174.0
Low,0,32575.95
Medium,1,49728.45
Low,0,31192.22
Medium,1,43006.19
Medium,1,45236.24
Medium,0,33867.19
Medium,1,44251.16
Medium,0,48969.56
Medium,1,48676.04
Low,0,29468.56
Medium,1,55058.49
Low,0,26952.83
Low,0,31713.76
Medium,0,38485.18
Medium,1,43976.88
Medium,0,41969.78
Medium,0,42880.13
Medium,1,43986.36
High,1,50819.55
Medium,1,54161.18
Medium,0,40507.27
Low,0,24814.86
Medium,1,39888.62
Medium,1,54955.05
Medium,0,52319.54
Medium,0,41683.19
Medium,1,41930.52
Medium,0,41662.91
Medium,0,38471.86
High,0,52868.03
Medium,1,46750.44
High,0,49837.76
Low,0,29578.07
Low,0,28899.48
Low,0,34742.73
Medium,0,39036.07
High,1,65277.83
Low,0,40743.91
High,0,48108.67
Low,0,28196.54
High,1,54754.6
Medium,0,36791.36
Low,0,34256.27
Medium,1,50922.33
Low,0,36417.79
Low,0,28959.66
Medium,1,43897.56
High,0,40044.46
Medium,1,41715.62
Medium,1,40340.34
Medium,1,39463.9
Medium,0,37565.31
Low,0,28464.12
Medium,0,39876.45
Low,1,41797.93
Low,0,35827.51
Medium,0,34375.75
Low,0,32140.32
Medium,0,36001.23
Medium,0,40739.57
Low,0,36554.9
Medium,1,42568.39
Low,0,25063.19
High,1,55257.41
Medium,0,46601.14
High,0,60026.03
Medium,0,36919.61
Low,0,30657.91
Medium,1,46377.04
High,0,42893.08
Medium,1,37619.47
High,1,56622.48
High,1,53121.5
Low,1,27993.2
Low,1,38434.89
Medium,1,45305.37
Medium,1,45057.59
High,0,44523.6
High,0,41468.12
Medium,0,37010.03
Low,0,30243.55
Medium,1,41456.25
Low,0,24514.37
High,1,53139.79
Medium,0,40175.31
Medium,1,52073.53
Low,0,30751.12
Medium,1,37664.58
Medium,1,34889.03
Medium,0,27732.26
Low,1,36699.05
Medium,0,34738.35
High,0,52489.31
Low,0,35900.09
Low,0,32951.91
Low,0,28864.53
Medium,0,49242.01
Medium,1,42695.36
Medium,0,35484.27
Low,0,31668.29
Medium,1,48867.19
Medium,0,27073.36
Medium,1,50552.91
High,0,41875.53
Low,0,19739.46
Medium,0,38279.22
Medium,1,39686.54
Medium,1,47078.69
Medium,0,41781.54
Medium,0,41542.48
High,0,56121.62
Low,0,28422.51
Low,0,31836.77
Medium,1,36653.27
Medium,1,49802.52
Low,0,27493.88
Low,0,28579.66
Low,0,28287.73
High,1,54502.25
Low,0,28153.66
Medium,1,34176.46
Low,1,41200.96
Medium,0,36748.17
Low,0,28128.72
Medium,0,39034.87
Low,0,32622.18
High,1,52535.23
Low,0,35329.46
Medium,0,49372.64
High,0,58179.93
Medium,0,41265.76
Medium,0,37117.27
Medium,0,36983.86
Medium,1,43151.28
Medium,0,35745.36
High,1,57079.08
Medium,0,38867.69
Medium,0,39918.36
Medium,0,38460.47
Medium,0,42255.87
Low,1,36279.68
Medium,1,43233.0
High,1,54258.41
Low,0,29253.02
Medium,0,43353.77
Low,1,31109.53
Medium,0,37673.1
Low,0,20500.16
Medium,0,34624.88
Medium,0,38818.89
Medium,0,37815.1
Medium,0,30187.78
Medium,0,42625.34
High,1,50597.1
Low,0,21899.06
Medium,1,46821.8
Low,0,34170.11
High,1,42813.6
High,1,58412.14
Medium,0,38921.4
High,0,48721.53
Medium,0,34400.67
Medium,1,44224.12
Low,1,34543.96
Medium,0,51266.88
Low,1,37610.19
High,0,49987.69
Medium,1,50909.98
Medium,1,49425.38
Low,0,22730.0
Medium,1,48307.64
Low,0,30488.44
Medium,1,41497.95
Low,0,24829.58
High,1,54266.34
Medium,0,39948.33
Medium,1,50742.71
Medium,0,28739.32
Medium,0,33705.65
Medium,0,40978.99
Medium,0,39307.25
High,1,55552.01
Medium,0,37708.1
High,1,56243.77
High,0,42053.56
Low,0,40488.31
High,0,52088.28
Low,0,32286.43
High,0,44669.77
Medium,1,42056.85
High,1,57556.24
High,1,53248.55
High,0,51340.26
Medium,1,41102.66
Medium,1,38309.42
Low,0,35554.22
Medium,1,40517.91
Low,0,34549.33
Medium,0,35807.06
Medium,0,39207.31
High,1,53064.88
Medium,1,43949.02
High,0,53789.97
Low,1,43159.4
High,0,49041.31
High,1,55605.65
Medium,1,43652.81
Medium,0,40433.12
Medium,1,41410.68
Low,1,29821.93
Medium,0,41624.81
Medium,0,41115.69
Low,0,35679.99
Medium,1,45246.77
Low,1,34763.92
Low,0,32588.22
Low,0,34924.27
High,1,54207.92
Medium,1,32124.99
High,1,49749.12
Medium,1,50350.91
Medium,1,53527.58
Medium,1,51667.3
Medium,0,37805.94
Low,0,28358.08
Medium,1,48698.48
Low,0,33001.08
Medium,1,32571.73
Medium,0,40216.11
Low,1,34730.59
Low,1,29239.26
Medium,1,42013.77
Medium,0,41319.98
Low,0,28911.72
High,1,59660.05
Low,0,38802.63
Medium,0,44726.32
High,0,52235.12
Low,0,29256.6
Low,0,33981.53
Low,0,26886.75
Medium,0,37265.16
Low,0,23842.43
Medium,0,32248.29
Low,0,36403.36
Medium,1,46349.6
High,1,57656.51
High,1,54367.85
Medium,0,49448.96
Medium,0,48793.17
Medium,0,39916.58
Medium,1,44859.11
Medium,0,38899.63
Low,0,24426.24
High,1,52952.85
Medium,0,38424.14
Low,0,18914.93
Medium,0,28608.61
Medium,0,39678.81
High,0,54162.1
Medium,1,41148.58
Medium,1,53748.48
Low,0,28593.91
Medium,0,35764.48
Medium,1,37880.72
Low,0,30487.73
Low,0,19948.61
Medium,1,41251.15
Low,0,30223.19
Medium,0,33012.85
Low,0,27386.67
Low,0,30123.81
Low,0,23912.43
High,0,53254.29
High,1,59708.76
High,0,44946.62
Medium,1,43998.2
Low,0,29377.45
Medium,0,41734.36
Medium,1,43511.84
High,0,46388.31
Low,1,29716.36
Medium,1,49182.41
Low,0,27105.48
Medium,1,41117.55
Medium,0,45235.66
Medium,0,40723.08
Medium,0,34888.34
Medium,0,39024.09
Medium,1,40151.2
Medium,0,34096.66
High,1,52273.6
High,1,53975.82
Medium,0,36913.45
Medium,1,47708.67
Medium,1,48256.36
Medium,1,41460.29
Low,0,29121.88
High,1,52645.65
Low,1,30052.76
High,1,55786.46
Medium,1,35599.43
Medium,1,40203.91
Medium,0,34183.59
High,1,50482.44
Medium,0,34570.87
Medium,1,36919.18
Low,0,28541.5
Medium,0,38144.19
Low,0,29948.95
Medium,0,41178.52
Medium,1,47028.42
Medium,0,35977.37
Low,0,30308.41
Low,0,28690.12
Medium,0,39461.59
Low,0,27712.93
Low,0,25988.64
Low,1,33773.93
High,1,52619.23
Medium,0,41496.72
Medium,0,44725.64
Low,0,25297.4
Medium,1,42313.63
Medium,1,56593.5
Medium,0,30896.29
Low,0,21948.48
Low,0,35265.89
Low,0,39566.26
Medium,1,52263.24
Medium,1,46570.35
Low,0,27844.66
Low,1,33628.04
Low,1,37005.12
High,0,54675.92
Low,0,32683.15
Medium,0,29925.88
Medium,0,34117.35
Medium,0,41389.28
Low,0,23079.75
Low,1,25478.24
Medium,0,44371.18
Medium,1,46288.9
Medium,1,52743.03
Medium,0,44857.47
Low,0,26886.58
High,0,51233.38
Medium,1,41042.37
Low,1,26933.75
High,0,55977.53
Medium,1,44028.45
Medium,1,51739.2
Medium,0,40542.88
High,0,51390.18
Medium,1,47883.91
Low,0,29081.71
Medium,0,38812.56
High,1,56211.3
Low,1,41230.05
Medium,0,42524.3
Medium,1,45085.6
Medium,1,42946.37
Medium,1,44409.05
High,1,50681.85
Low,1,30088.64
Low,0,28811.5
Low,0,30029.97
High,1,58635.98
Medium,0,34354.03
Low,0,30052.92
High,1,57134.53
High,0,45093.39
High,1,52699.99
High,0,53797.04
Low,0,29704.47
Medium,0,29915.28
Medium,0,43870.93
High,1,55444.8
Medium,0,31970.2
Medium,0,35610.51
Medium,0,39368.52
Low,0,31561.83
Medium,0,45142.89
High,1,50493.13
High,0,47743.25
Low,0,34418.29
Low,0,35224.66
Low,0,28383.3
Medium,1,42336.19
High,1,57499.46
Low,0,19643.76
Medium,1,44932.47
High,1,54865.45
Medium,0,37660.61
Medium,0,42358.06
Medium,1,50459.37
Medium,0,35120.23
Low,0,26360.09
Medium,0,43330.54
Medium,1,37738.47
High,1,52337.88
Medium,0,50841.38
Medium,0,40945.67
Low,0,28580.61
Medium,1,36378.29
Low,0,17966.41
Low,0,35316.19
Medium,0,34182.84
High,0,50227.43
Low,0,36371.93
Medium,1,42509.82
High,1,52701.69
Low,0,33480.48
Medium,0,46774.3
Medium,0,44234.55
Medium,0,47351.66
Low,0,18462.33
Medium,1,47106.81
Medium,0,46420.69
Medium,1,47251.52
Low,0,29280.38
Medium,0,33874.9
Low,0,26332.15
Medium,0,47497.95
Low,0,29819.01
High,1,51848.86
Medium,1,37244.82
Medium,0,42329.49
Low,0,25972.18
Medium,1,44839.67
High,1,63627.9
High,0,53983.74
Medium,0,46548.29
Medium,0,40718.65
Medium,1,48564.68
High,1,61649.62
Medium,1,40855.44
Medium,1,44815.96
Medium,1,41554.24
Medium,1,41956.49
Low,0,29259.99
Medium,1,40231.57
Medium,0,38148.57
Medium,1,48429.95
Low,0,29517.61
Medium,0,36121.24
Medium,1,48931.56
Medium,1,40418.29
Low,1,29477.62
Medium,0,46004.77
Medium,0,44226.79
Medium,1,43299.31
Medium,0,49477.76
Medium,1,42172.64
High,0,53410.35
Low,1,27097.8
High,0,44924.5
Medium,1,50145.07
Low,0,37103.32
Low,1,34249.36
Medium,0,51398.28
Medium,0,46545.14
Medium,0,36518.4
Medium,1,43109.02
Medium,1,38069.0
Medium,0,37786.45
Low,0,31196.1
Medium,1,45201.54
Medium,1,45154.06
Low,0,34986.69
Low,0,30833.21
Medium,1,48425.09
Medium,1,47233.38
High,1,56434.46
High,1,59608.19
Medium,0,44010.27
Medium,0,34368.34
Medium,0,49094.56
Medium,0,40602.32
Low,0,25246.47
Medium,0,39675.01
High,1,56304.21
Medium,0,42938.93
Medium,0,44802.92
Medium,1,48839.79
Low,0,39191.54
Medium,1,45528.7
Medium,0,39205.31
Low,0,22662.83
Low,0,34849.97
High,1,58047.75
Low,0,27171.82
Medium,0,41214.34
Low,0,29949.03
High,0,50875.73
Low,0,28628.8
Medium,1,45565.36
High,1,47405.46
High,1,52971.28
Low,0,31539.94
High,1,51474.36
Medium,0,41945.16
Medium,0,50326.08
Low,0,24226.94
Low,1,25836.38
Medium,1,51029.59
Medium,0,50465.33
Medium,0,41856.24
Medium,0,40031.43
Medium,0,36772.88
Low,0,32696.16
Medium,1,44922.89
Low,0,34246.94
Medium,0,31435.92
Medium,1,46635.25
High,1,50829.18
Low,1,39736.6
Low,1,29274.98
Low,0,33147.85
Low,0,27089.4
Low,1,32826.04
High,0,54248.3
Low,0,26018.23
Low,0,22495.36
Medium,1,45363.31
Medium,0,36694.51
Medium,0,33147.45
Low,0,31750.39
Medium,0,41449.82
Low,0,30584.28
Low,0,32538.45
High,1,45024.96
Low,0,26184.63
Medium,1,46387.72
Medium,0,45180.29
Medium,0,41199.55
High,1,60841.49
Low,0,26613.77
Medium,1,41927.33
High,1,53141.52
Medium,0,39586.61
High,0,41124.65
Low,0,29894.8
Medium,0,39828.54
Low,1,31935.27
Medium,1,41156.04
High,0,51357.51
Low,0,32945.98
Medium,1,45722.06
Low,0,30713.21
Medium,1,44817.21
Medium,0,40076.46
High,1,58403.38
Medium,0,48106.49
Medium,0,47463.86
Low,0,24581.52
Low,0,19444.82
Low,1,37652.1
Low,0,30106.77
High,1,54699.22
Medium,1,46904.61
Medium,1,43778.03
Low,0,21902.14
High,0,44290.74
Medium,1,39596.56
Low,0,33333.35
Medium,0,49428.7
Medium,0,37650.92
Low,0,43006.31
Medium,0,30517.93
Medium,1,42461.37
Low,0,30916.46
High,0,37240.06
High,0,57610.58
Medium,1,41540.28
Medium,1,45168.37
Medium,0,42240.98
Medium,1,37044.81
Medium,1,57161.72
Low,0,30668.44
Medium,1,43297.08
High,1,49444.95
Medium,1,46023.64
Low,0,22120.35
Medium,0,40696.07
Low,0,36983.36
Low,0,35826.17
Low,0,27222.27
Medium,1,43608.3
Medium,1,47706.99
Medium,1,50910.12
Low,0,37664.99
High,0,58147.59
High,0,45335.17
High,1,58765.68
Low,0,23082.88
Medium,1,42683.83
High,0,44128.61
Medium,1,39233.74
Low,0,31209.86
Low,1,31540.6
Medium,0,41433.08
High,1,48956.33
Medium,1,47420.2
Medium,0,37849.13
Low,1,33541.46
Medium,1,38497.85
High,1,60094.88
Medium,0,40702.44
Medium,1,47698.96
High,1,48617.05
Low,0,33378.55
Medium,0,40205.74
Low,1,32519.9
Medium,1,51884.44
Medium,0,42044.17
Medium,1,47262.82
Medium,1,35175.75
Medium,0,45406.19
High,1,57237.89
Medium,1,51188.55
Low,0,27036.54
Medium,0,36433.14
Medium,0,48074.57
Medium,0,44792.0
High,1,47857.02
High,0,50081.06
Low,0,35113.16
High,0,50889.5
Low,0,27250.81
Low,0,26656.17
Low,0,30321.84
High,1,60106.22
Medium,1,40023.29
Low,0,19328.59
Medium,0,37972.12
Medium,0,42250.72
Low,0,33359.29
High,1,49931.11
High,0,51348.57
Medium,1,41806.96
High,0,53677.65
Medium,1,44340.59
High,0,54191.88
Medium,0,40336.51
Medium,0,42500.23
Low,1,32786.39
High,1,51449.88
Medium,0,38577.85
Low,1,38083.09
Low,0,42620.51
Medium,0,46300.72
Medium,0,47599.88
Medium,1,44476.81
High,0,47316.09
Low,0,18981.47
Medium,1,42009.54
Low,0,23102.57
High,1,58843.12
High,1,54016.32
Medium,0,33400.85
Medium,0,42733.19
Medium,0,41584.62
Medium,0,34331.55
High,1,62566.34
Medium,0,36236.86
Medium,1,47982.84
Medium,0,39375.59
High,1,63236.61
Medium,0,44606.02
Low,1,29509.16
Medium,0,49098.31
High,1,48665.95
Low,0,24703.53
Low,0,38117.26
Low,0,29862.02
Medium,0,41560.8
Medium,0,42115.19
Medium,1,39616.4
Medium,0,49402.91
Medium,1,55972.44
Medium,0,30657.98
High,1,52750.64
Medium,0,43399.31
High,0,49440.93
Medium,0,37283.43
Low,0,32809.31
Medium,0,43298.58
Medium,0,48460.1
Medium,0,31329.07
Low,0,24957.57
Low,1,31230.1
High,0,61983.88
Low,0,37549.82
High,0,51375.41
Low,0,29579.22
Medium,1,47204.24
Medium,1,50873.14
Medium,0,38733.23
Medium,1,46368.8
Low,0,28315.77
Low,0,23023.19
Medium,1,36052.3
Medium,0,36545.17
High,1,53137.44
High,1,57183.26
Medium,1,46342.75
Medium,0,33044.75
Medium,0,40047.15
Low,0,27270.13
High,1,53752.87
Medium,1,45401.4
Medium,0,46405.15
Low,0,27699.71
Medium,1,53391.29
Medium,0,33499.73
High,1,50612.55
Medium,1,44518.8
Medium,0,34154.41
High,0,43401.99
Low,1,35367.68
Medium,1,38377.15
Low,1,30201.98
Medium,0,39587.84
High,1,63514.55
Low,0,29040.22
High,1,55652.27
Low,0,24251.52
High,1,49758.15
Medium,0,28539.13
High,1,50081.75
Low,0,33824.68
High,1,52125.05
Medium,0,40754.81
Medium,1,46115.99
High,1,58680.21
Low,1,43297.67
High,0,53035.36
Low,0,28808.45
Medium,0,43984.0
Medium,1,46520.4
Low,0,18808.44
Low,0,24003.01
Low,0,28875.31
Medium,1,42074.19
Medium,1,44385.06
Medium,0,27867.34
Low,0,34206.2
Low,0,29749.71
Medium,0,46081.28
Low,0,30128.75
High,1,56005.4
High,1,49820.88
Medium,0,33974.24
Medium,0,40663.56
High,0,50011.03
Low,0,21791.39
Low,0,34700.43
Low,0,30249.73
Medium,0,37469.43
Low,1,30651.94
Medium,0,43782.25
High,1,51521.17
High,0,51180.99
Medium,0,39158.58
Low,0,27348.38
High,0,43509.84
Medium,0,46506.19
Low,0,24974.32
Low,0,25691.97
High,1,61693.76
Medium,0,39490.48
High,1,56599.62
High,0,57570.47
Medium,0,47448.59
Medium,1,42255.48
Medium,0,45759.82
Medium,0,31982.85
Medium,1,36208.79
Medium,0,40222.49
Medium,0,39577.97
High,1,58237.73
Medium,0,42712.86
Medium,0,43458.05
Medium,1,53011.61
Medium,1,54814.34
Medium,1,49387.94
Low,1,34891.15
Medium,1,43972.33
Low,0,29927.5
Medium,0,37129.7
Medium,1,49618.21
Medium,0,45203.55
High,1,51828.0
Medium,0,39172.89
Medium,1,36155.63
Medium,1,44546.78
Medium,1,45192.53
Low,0,24463.61
Low,0,27360.43
Medium,0,34234.19
Medium,1,37127.8
Low,0,37408.8
Low,0,22140.14
Low,0,30570.43
High,1,59879.68
Medium,0,47108.55
Medium,0,34693.75
Low,0,36389.8
Medium,0,40806.75
Low,1,37864.98
Low,0,38797.7
Medium,1,48055.01
Low,0,25357.55
Low,0,19723.79
Low,0,33199.11
Low,0,32035.68
Low,1,31026.72
Medium,0,40917.34
High,1,48222.79
Medium,0,41798.37
Medium,1,38299.81
Low,1,41048.24
High,0,60504.0
Medium,0,41445.01
Low,0,31938.04
Medium,1,47938.23
Low,0,31384.49
Medium,0,34517.52
Medium,0,47064.82
High,1,57250.87
Medium,0,42799.82
Medium,1,50043.56
High,1,59825.26
Low,1,41172.22
Low,1,37272.02
Medium,0,35703.61
Medium,0,42084.17
Medium,0,39874.04
High,0,45625.71
Medium,0,47257.83
Medium,1,44249.33
Medium,1,46141.66
High,0,46358.66
High,0,49728.17
High,1,59653.07
Low,0,40229.83
Medium,0,32699.06
Low,0,30111.08
Low,0,14347.73
Low,1,32853.95
Medium,1,45586.26
Medium,0,40815.42
Low,0,38189.45
Medium,0,38863.63
Medium,0,47809.27
Medium,0,41234.67
Low,1,32447.86
Medium,1,45953.25
Medium,1,45644.92
Low,0,30993.57
Low,0,26512.47
Medium,1,41451.79
High,1,60677.61
Medium,1,50274.42
Medium,0,35856.46
Medium,1,44326.31
Medium,1,46916.29
Low,0,34073.18
Medium,1,45941.04
High,1,60770.04
Medium,0,39610.31
High,0,57733.72
Medium,1,57759.35
Low,1,35363.05
High,1,56876.51
Low,0,25298.33
Medium,1,44143.27
Low,0,30894.99
Low,1,38492.49
Medium,0,38976.64
Low,0,33732.4
Medium,1,43123.85
Medium,1,50044.5
Low,1,37074.26
Low,0,31848.91
Medium,0,37698.67
Medium,0,39580.88
Medium,0,38130.31
Medium,0,44344.27
High,0,43223.16
Medium,0,36467.81
Medium,1,51034.24
Medium,1,45937.91
Low,0,36114.12
Medium,0,44149.85
Medium,0,44662.99
Medium,1,47104.6
Medium,0,36712.13
High,0,50377.26
High,1,48759.36
High,1,54172.73
Medium,0,37274.5
Medium,0,30694.24
Medium,1,47131.8
Medium,1,46639.54
Medium,1,51310.81
Medium,0,33882.14
Medium,1,50404.65
Medium,0,28403.43
Low,0,29263.79
Medium,0,49881.47
Low,0,29856.45
High,1,51325.94
Medium,0,39583.12
Low,1,39242.46
Low,0,28589.88
Medium,0,41961.48
Medium,1,46904.22
Medium,1,47744.96
Low,1,40181.84
Medium,1,54898.19
Medium,0,40437.29
Medium,0,41613.94
Medium,0,34064.52
Medium,1,49724.2
Low,0,36803.9
High,1,58441.85
Medium,1,38069.1
Medium,0,37977.5
Low,1,35256.0
Medium,0,35716.14
Low,0,40724.49
Medium,0,42047.88
High,1,59657.95
Medium,1,49736.92
Low,0,30559.8
Low,0,23996.1
Medium,0,43943.84
Low,1,45056.9
Low,1,33109.07
Medium,0,37166.89
Medium,1,49193.74
Low,0,34619.64
High,0,55724.07
Low,0,29293.54
High,1,54281.82
Medium,1,31859.08
High,1,55251.28
Medium,0,37180.12
High,1,43966.4
High,0,59469.53
Low,0,31207.81
High,1,46083.23
Medium,0,41883.25
Medium,0,49303.19
Medium,1,51018.22
Medium,1,49833.3
Low,1,28840.83
Medium,0,37278.59
Medium,0,35657.49
Medium,1,45090.41
High,0,53877.01
Medium,1,47186.88
Medium,0,35462.1
Low,1,34080.01
Low,0,35217.3
Low,1,37553.4
Medium,1,46997.9
Low,1,30610.77
High,1,55800.36
Medium,0,34325.58
Medium,0,35871.15
Medium,0,32604.46
Low,0,38642.55
Medium,1,53844.24
Medium,0,34979.36
Medium,0,36121.61
Medium,0,38411.71
High,0,56092.48
High,0,53038.71
Medium,1,51907.01
Medium,0,48435.48
Medium,1,47417.93
Low,0,31491.51
Medium,1,51809.83
Low,0,35402.8
Medium,1,50373.56
Medium,0,42375.78
Low,0,35208.43
High,0,48498.87
High,0,47162.92
Medium,0,38305.07
Medium,0,51359.83
High,1,49781.89
Low,0,34712.74
Medium,1,54902.13
Low,0,31985.58
Medium,0,38408.74
Low,0,32779.39
High,1,52533.35
High,1,50451.44
Low,0,36729.59
Medium,0,46409.26
High,0,48407.26
Medium,0,37560.34
High,1,56081.45
Medium,0,39521.71
Medium,1,40910.17
Low,1,27380.75
Low,1,27708.29
Medium,0,33996.07
Medium,0,34800.52
Medium,0,41061.56
Medium,0,35981.36
Medium,0,36112.45
High,1,48732.04
High,1,48824.3
Medium,1,38689.62
High,0,49601.31
Medium,1,50210.42
Medium,0,47511.27
High,1,55263.82
Low,0,35306.87
Low,1,31086.48
High,1,57841.72
Medium,0,35642.21
High,1,57174.1
High,1,50901.1
Low,0,26304.3
High,0,49735.13
Medium,0,48094.19
Medium,0,44269.35
Medium,0,36351.28
High,1,49728.56
Low,0,25912.32
Medium,0,43219.12
Medium,1,46091.03
Medium,0,43260.73
Medium,0,37431.33
Low,0,31677.54
Low,0,31353.82
Medium,1,51326.88
High,0,57898.95
Low,0,34518.72
Low,0,36319.53
High,0,49900.83
Low,0,26503.88
High,1,54847.23
Medium,1,44338.83
High,0,49002.17
Low,0,29948.43
Low,1,34146.6
Medium,0,37710.02
High,1,54346.19
Medium,0,44008.71
Low,0,25674.56
Medium,1,51726.24
Medium,1,50412.18
Medium,0,40433.11
Medium,1,33086.63
High,0,39111.91
Medium,1,45557.72
Low,0,33391.99
Medium,1,53863.18
Low,0,27973.48
Medium,1,42428.72
Medium,1,38912.89
Low,0,32994.0
Medium,0,40034.98
Low,0,27614.95
High,0,50116.1
High,1,54528.44
Low,0,34838.54
High,0,47866.07
Medium,0,39984.46
